Status_RPM_V1,Status_TotalCurrent_V1,Status_DutyCycle_V1,Status_RPM_V2,Status_TotalCurrent_V2,Status_DutyCycle_V2,TorqueValue
0.0,0.0,0.1,0.0,0.0,0.0,0.05436160000000001
0.0,0.0,0.1,0.0,0.0,0.0,0.061813439999999886
0.0,0.0,0.1,0.0,0.0,0.0,0.05808751999999995
0.0,0.0,0.1,0.0,0.010000000000000002,0.0,0.061813439999999886
0.0,0.0,0.1,0.0,0.010000000000000002,0.0,0.05436160000000001
0.0,0.0,0.2,0.0,0.010000000000000002,0.0,0.05808751999999995
0.0,0.0,0.1,0.0,0.0,0.0,0.05436160000000001
0.0,0.0,0.1,0.0,0.0,0.0,0.061813439999999886
0.0,0.0,0.1,0.0,0.0,0.0,0.05808751999999995
0.0,0.0,0.1,0.0,0.0,0.0,0.05808751999999995
0.0,0.0,0.1,0.0,0.0,0.0,0.05808751999999995
0.0,0.0,0.1,0.0,0.0,0.0,0.05436160000000001
0.0,0.0,0.1,0.0,0.0,0.0,0.05808751999999995
0.0,0.0,0.1,0.0,0.0,0.0,0.05808751999999995
0.0,0.0,0.1,0.0,0.0,0.0,0.05808751999999995
0.0,0.0,0.1,0.0,0.0,0.0,0.05808751999999995
0.0,0.0,0.1,0.0,0.0,0.0,0.05808751999999995
0.0,0.0,0.1,0.0,0.0,0.0,0.061813439999999886
0.0,0.0,0.1,0.0,0.0,0.0,0.024554239999999616
0.0,0.0,0.1,0.0,0.0,0.0,0.061813439999999886
0.0,0.0,0.1,0.0,0.0,0.0,0.05063568000000007
0.0,0.0,0.1,0.0,0.0,0.0,0.05808751999999995
0.0,0.0,0.1,0.0,0.0,0.0,0.061813439999999886
0.0,0.0,0.1,0.0,0.010000000000000002,0.0,0.061813439999999886
0.0,0.0,0.1,0.0,0.010000000000000002,0.0,0.05808751999999995
0.0,0.0,0.1,0.0,0.0,0.0,0.05808751999999995
0.0,0.0,0.1,0.0,0.0,0.0,0.05808751999999995
0.0,0.0,0.1,0.0,0.010000000000000002,0.0,0.05436160000000001
