Status_RPM_V1,Status_TotalCurrent_V1,Status_DutyCycle_V1,Status_RPM_V2,Status_TotalCurrent_V2,Status_DutyCycle_V2,TorqueValue
-197.71428175999998,0.0,-11.100000000000001,199.42856744,0.15000000000000002,13.200000000000001,0.1326059199999996
-198.5714246,0.0,-10.3,201.14285311999998,0.16000000000000003,12.9,0.12887999999999966
-198.85713887999998,0.0,-10.5,200.85713884,0.09000000000000001,13.5,0.12515407999999972
-198.71428174,0.0,-10.200000000000001,200.99999598,0.1,12.600000000000001,0.09907264000000016
-198.14285318,0.0,-10.600000000000001,198.71428174,0.12000000000000002,13.200000000000001,0.11025039999999997
-198.28571032,0.0,-9.9,198.28571032,0.15000000000000002,12.9,0.15868736000000006
-198.99999602,0.0,-9.700000000000001,197.8571389,0.17000000000000004,13.5,0.16241328
-199.71428172,0.0,-9.3,197.57142462,0.15000000000000002,13.600000000000001,0.10652448000000003
-199.99999599999998,0.0,-9.9,197.8571389,0.21000000000000002,13.700000000000001,0.09907264000000016
-199.2857103,0.0,-10.700000000000001,197.28571033999998,0.19000000000000003,13.600000000000001,0.11397631999999991
-198.42856745999998,0.0,-9.700000000000001,197.1428532,0.26,13.100000000000001,0.11770223999999985
-198.42856745999998,0.0,-10.3,196.57142464,0.22000000000000003,14.0,0.12142815999999979
-198.5714246,0.0,-10.0,197.71428175999998,0.22000000000000003,13.4,0.14005776000000036
-199.85713886,0.0,-11.700000000000001,200.28571028,0.18000000000000002,13.3,0.12515407999999972
-199.57142457999998,0.0,-10.9,200.28571028,0.18000000000000002,13.3,0.09907264000000016
-199.14285316,0.0,-10.100000000000001,200.28571028,0.18000000000000002,13.3,0.08789488000000034
-198.42856745999998,0.0,-10.0,200.28571028,0.18000000000000002,13.3,0.08789488000000034
-198.14285318,0.0,-9.4,200.28571028,0.18000000000000002,13.3,0.08789488000000034
-198.42856745999998,0.0,-10.3,197.99999603999998,0.21000000000000002,14.0,0.15123552000000018
-198.42856745999998,0.0,-10.3,197.99999603999998,0.21000000000000002,14.0,0.15123552000000018
-198.42856745999998,0.0,-10.3,200.14285314,0.19000000000000003,13.4,0.09907264000000016
-198.42856745999998,0.0,-10.3,200.7142817,0.16000000000000003,13.4,0.09162080000000028
-198.42856745999998,0.0,-10.3,200.57142456,0.16000000000000003,13.0,0.15868736000000006
-198.42856745999998,0.0,-10.3,200.7142817,0.12000000000000002,13.5,0.1437836800000003
-199.71428172,0.0,-10.5,201.14285311999998,0.1,12.9,0.11397631999999991
-199.71428172,0.0,-10.5,201.71428168,0.12000000000000002,12.700000000000001,0.09162080000000028
-200.14285314,0.0,-10.4,201.71428168,0.12000000000000002,12.700000000000001,0.12142815999999979
-199.57142457999998,0.0,-10.3,201.71428168,0.12000000000000002,12.700000000000001,0.08044303999999958
-198.85713887999998,0.0,-11.200000000000001,199.57142457999998,0.2,13.3,0.12142815999999979
-198.71428174,0.0,-11.100000000000001,200.28571028,0.16000000000000003,13.3,0.12142815999999979
-199.2857103,0.0,-10.5,201.28571026,0.15000000000000002,13.0,0.1437836800000003
-199.85713886,0.0,-9.600000000000001,201.85713882,0.12000000000000002,13.4,0.1027985600000001
-199.99999599999998,0.0,-9.8,202.1428531,0.09000000000000001,12.9,0.09907264000000016
-199.57142457999998,0.0,-10.5,200.99999598,0.11000000000000001,13.100000000000001,0.1027985600000001
-198.99999602,0.0,-10.600000000000001,199.42856744,0.14,13.200000000000001,0.16241328
-199.14285316,0.0,-10.0,198.85713887999998,0.17000000000000004,13.0,0.15123552000000018
-199.14285316,0.0,-10.0,198.28571032,0.16000000000000003,13.700000000000001,0.12887999999999966
-255.14285203999998,0.0,-22.8,309.42856524,-0.13,15.700000000000001,0.1027985600000001
-303.71427964,0.0,-12.8,309.42856524,-0.13,15.700000000000001,0.05808751999999995
-298.28570831999997,0.0,-13.200000000000001,309.42856524,-0.13,15.700000000000001,0.12515407999999972
-298.14285118,0.0,-15.100000000000001,298.14285118,0.21000000000000002,19.1,0.14005776000000036
-299.14285115999996,0.0,-14.0,298.14285118,0.21000000000000002,19.1,0.14005776000000036
-298.42856545999996,0.0,-13.4,297.8571369,0.24000000000000005,19.0,0.14005776000000036
-298.42856545999996,0.0,-13.4,297.8571369,0.24000000000000005,19.0,0.09534672000000022
-298.85713688,0.0,-14.3,299.71427972,0.13,19.0,0.12142815999999979
-299.42856544,0.0,-13.100000000000001,299.71427972,0.13,19.0,0.12142815999999979
-191.14285332,0.0,-1.8,224.99999549999998,0.3400000000000001,5.2,0.1437836800000003
-171.57142514,0.0,-10.600000000000001,191.85713902,0.19000000000000003,14.4,0.3002723199999995
-191.71428188,0.0,-9.8,191.85713902,0.19000000000000003,14.4,0.3002723199999995
-191.71428188,0.0,-9.8,198.99999602,0.26,13.200000000000001,0.3002723199999995
-198.14285318,0.0,-9.5,198.71428174,0.22000000000000003,14.0,0.09162080000000028
-198.14285318,0.0,-9.5,199.42856744,0.22000000000000003,13.8,0.09162080000000028
-200.14285314,0.0,-10.600000000000001,199.85713886,-0.30000000000000004,6.300000000000001,0.10652448000000003
0.7142857,0.0,0.0,-0.85714284,-0.030000000000000006,0.0,0.07671711999999964
0.7142857,0.0,0.0,-3.5714284999999997,0.0,0.0,0.07671711999999964
0.0,0.0,-0.1,-4.2857142,-0.010000000000000002,0.0,0.0729911999999997
