Status_RPM_V1,Status_TotalCurrent_V1,Status_DutyCycle_V1,Status_RPM_V2,Status_TotalCurrent_V2,Status_DutyCycle_V2,TorqueValue
-200.57142456,-0.2,-4.1000000000000005,200.42856741999998,0.4,14.200000000000001,0
-200.57142456,-0.2,-4.1000000000000005,199.57142457999998,0.4100000000000001,14.0,0
-200.57142456,-0.2,-4.1000000000000005,198.99999602,0.35000000000000003,14.8,0
-200.57142456,-0.2,-4.1000000000000005,198.99999602,0.35000000000000003,14.8,0
-200.14285314,-0.2,-4.0,199.99999599999998,0.39000000000000007,14.600000000000001,0
-200.28571028,-0.19000000000000003,-3.8000000000000003,200.42856741999998,0.37000000000000005,14.5,0
-200.28571028,-0.19000000000000003,-3.8000000000000003,200.42856741999998,0.37000000000000005,14.5,0
-200.28571028,-0.19000000000000003,-3.8000000000000003,200.42856741999998,0.37000000000000005,14.5,0
-199.2857103,-0.19000000000000003,-3.8000000000000003,199.14285316,0.38000000000000006,14.3,0
-200.28571028,-0.2,-3.9000000000000004,199.14285316,0.38000000000000006,14.3,0
-200.57142456,-0.2,-3.9000000000000004,200.42856741999998,0.35000000000000003,14.600000000000001,0
-200.7142817,-0.19000000000000003,-4.0,200.85713884,0.37000000000000005,14.200000000000001,0
-200.7142817,-0.19000000000000003,-4.0,200.85713884,0.37000000000000005,14.200000000000001,0
-200.7142817,-0.19000000000000003,-4.0,199.14285316,0.39000000000000007,14.200000000000001,0
-199.42856744,-0.2,-3.9000000000000004,198.99999602,0.4100000000000001,14.4,0
-199.99999599999998,-0.19000000000000003,-3.9000000000000004,199.42856744,0.33000000000000007,15.0,0
-200.42856741999998,-0.19000000000000003,-4.0,199.42856744,0.33000000000000007,15.0,0
-200.57142456,-0.22000000000000003,-4.1000000000000005,200.7142817,0.38000000000000006,14.5,0
-200.42856741999998,-0.2,-4.0,200.57142456,0.3400000000000001,14.700000000000001,0
-200.42856741999998,-0.2,-4.0,199.99999599999998,0.38000000000000006,14.3,0
-199.14285316,-0.21000000000000002,-3.9000000000000004,199.2857103,0.4,14.3,0
-199.42856744,-0.18000000000000002,-3.8000000000000003,199.2857103,0.4,14.3,0
-200.14285314,-0.2,-3.9000000000000004,199.2857103,0.4,14.3,0
-200.14285314,-0.2,-3.9000000000000004,200.57142456,0.33000000000000007,14.8,0
-199.99999599999998,-0.22000000000000003,-4.1000000000000005,200.42856741999998,0.4,13.9,0
-199.14285316,-0.22000000000000003,-4.0,199.85713886,0.39000000000000007,14.4,0
-199.14285316,-0.18000000000000002,-3.9000000000000004,199.14285316,0.35000000000000003,14.600000000000001,0
-199.57142457999998,-0.2,-4.0,199.14285316,0.35000000000000003,14.600000000000001,0
-200.57142456,-0.19000000000000003,-3.9000000000000004,200.57142456,0.3400000000000001,14.600000000000001,0
-200.57142456,-0.19000000000000003,-3.9000000000000004,200.57142456,0.3400000000000001,14.600000000000001,0
-199.99999599999998,-0.2,-4.0,200.14285314,0.35000000000000003,14.700000000000001,0
-199.2857103,-0.18000000000000002,-3.9000000000000004,199.42856744,0.37000000000000005,14.4,0
-199.2857103,-0.18000000000000002,-3.9000000000000004,199.42856744,0.37000000000000005,14.4,0
-200.14285314,-0.2,-3.9000000000000004,199.85713886,0.35000000000000003,14.700000000000001,0
-200.14285314,-0.2,-3.9000000000000004,200.42856741999998,0.36000000000000004,14.4,0
-200.14285314,-0.2,-3.9000000000000004,200.42856741999998,0.36000000000000004,14.4,0
-200.14285314,-0.2,-3.9000000000000004,200.42856741999998,0.36000000000000004,14.4,0
-200.14285314,-0.2,-3.9000000000000004,152.8571398,0.7600000000000001,14.600000000000001,0
-200.14285314,-0.2,-3.9000000000000004,153.99999692,0.8300000000000001,13.9,0
