Status_RPM_V1,Status_TotalCurrent_V1,Status_DutyCycle_V1,Status_RPM_V2,Status_TotalCurrent_V2,Status_DutyCycle_V2,TorqueValue
0,0,0,0,0.0,0.0,2109
0,0,0,0,0.0,0.0,2109
0,0,0,0,0.0,0.0,2109
0,0,0,0,0.0,-0.1,2110
0,0,0,0,0.0,0.0,2109
0,0,0,0,0.0,-0.1,2110
0,0,0,0,0.0,-0.1,2110
0,0,0,0,0.0,-0.1,2110
0,0,0,0,0.0,0.0,2110
0,0,0,0,0.0,0.0,2110
0,0,0,0,0.0,0.0,2110
0,0,0,0,0.0,-0.1,2110
0,0,0,0,0.0,0.0,2110
0,0,0,0,0.0,0.1,2110
0,0,0,0,0.0,0.1,2110
0,0,0,0,0.0,-0.1,2110
0,0,0,0,0.0,-0.1,2109
0,0,0,0,0.0,-0.1,2110
0,0,0,0,0.0,0.0,2110
0,0,0,0,0.0,0.0,2110
0,0,0,0,0.0,-0.1,2110
0,0,0,0,0.0,0.1,2110
0,0,0,0,0.0,-0.1,2110
0,0,0,0,0.0,0.0,2107
0,0,0,0,0.0,0.0,2107
0,0,0,0,0.0,0.0,2109
0,0,0,0,0.0,-0.1,2109
0,0,0,0,0.0,-0.1,2109
0,0,0,0,0.0,-0.1,2109
0,0,0,0,0.0,-0.1,2109
0,0,0,0,0.0,0.0,2109
0,0,0,0,0.0,0.1,2110
0,0,0,0,0.0,0.1,2109
0,0,0,0,0.0,0.0,2109
0,0,0,0,0.0,0.0,2109
0,0,0,0,0.0,0.0,2109
0,0,0,0,0.0,0.0,2110
0,0,0,0,0.0,0.0,2109
0,0,0,0,0.0,0.0,2110
0,0,0,0,0.0,-0.1,2109
0,0,0,0,0.0,-0.1,2109
0,0,0,0,0.0,-0.1,2109
0,0,0,0,0.0,-0.1,2110
0,0,0,0,0.0,0.0,2110
0,0,0,0,0.0,0.1,2109
0,0,0,0,0.0,-0.1,2109
0,0,0,0,0.0,-0.1,2109
0,0,0,0,0.0,0.0,2109
0,0,0,0,0.0,0.0,2109
0,0,0,0,0.0,0.0,2109
