in s,C1 in V
-3.0471541,0.05174377
-3.0471083,0.05128601
-3.0470626,0.05098083
-3.0470168,0.05189636
-3.046971,0.05098083
-3.0469252,0.05052307
-3.0468794,0.05006531
-3.0468336,0.05052307
-3.0467878,0.0502179
-3.0467421,0.05006531
-3.0466963,0.04991272
-3.0466505,0.04914978
-3.0466047,0.0488446
-3.0465589,0.04792908
-3.0465131,0.0488446
-3.0464674,0.04792908
-3.0464216,0.0476239
-3.0463758,0.04686096
-3.04633,0.04625061
-3.0462842,0.04625061
-3.0462384,0.04655579
-3.0461927,0.04564026
-3.0461469,0.04594543
-3.0461011,0.0464032
-3.0460553,0.04625061
-3.0460095,0.04533508
-3.0459637,0.04502991
-3.045918,0.04487732
-3.0458722,0.04487732
-3.0458264,0.04441956
-3.0457806,0.0438092
-3.0457348,0.0438092
-3.045689,0.04350403
-3.0456432,0.04350403
-3.0455975,0.04274109
-3.0455517,0.0425885
-3.0455059,0.04274109
-3.0454601,0.0425885
-3.0454143,0.04197815
-3.0453685,0.04091003
-3.0453228,0.04075745
-3.045277,0.04014709
-3.0452312,0.03831604
-3.0451854,0.03831604
-3.0451396,0.03816345
-3.0450938,0.03770569
-3.0450481,0.03724792
-3.0450023,0.03770569
-3.0449565,0.03679016
-3.0449107,0.03572205
-3.0448649,0.03450134
-3.0448191,0.03404358
-3.0447734,0.03343323
-3.0447276,0.03297546
-3.0446818,0.03282288
-3.044636,0.0325177
-3.0445902,0.03175476
-3.0445444,0.03083923
-3.0444986,0.02992371
-3.0444529,0.02977112
-3.0444071,0.02916077
-3.0443613,0.02855042
-3.0443155,0.02717712
-3.0442697,0.02641418
-3.0442239,0.0262616
-3.0441782,0.02534607
-3.0441324,0.02488831
-3.0440866,0.02458313
-3.0440408,0.0236676
-3.043995,0.02259949
-3.0439492,0.0224469
-3.0439035,0.02198914
-3.0438577,0.0212262
-3.0438119,0.02107361
-3.0437661,0.01985291
-3.0437203,0.01954773
-3.0436745,0.01908997
-3.0436288,0.01802185
-3.043583,0.01695374
-3.0435372,0.0174115
-3.0434914,0.01649597
-3.0434456,0.01542786
-3.0433998,0.01435974
-3.043354,0.0135968
-3.0433083,0.01329163
-3.0432625,0.01252869
-3.0432167,0.01207092
-3.0431709,0.01130798
-3.0431251,0.009934692
-3.0430793,0.009629517
-3.0430336,0.008561401
-3.0429878,0.007645874
-3.042942,0.00718811
-3.0428962,0.00718811
-3.0428504,0.006425171
-3.0428046,0.005814819
-3.0427589,0.005357056
-3.0427131,0.004441528
-3.0426673,0.004899292
-3.0426215,0.00428894
-3.0425757,0.002457886
-3.0425299,0.002305298
-3.0424842,0.000779419
